idx,class
3220,RightWhale
3221,NoWhale
3222,NoWhale
3223,RightWhale
3224,NoWhale
3225,RightWhale
3226,NoWhale
3227,NoWhale
3228,NoWhale
3229,NoWhale
3230,NoWhale
3231,RightWhale
3232,NoWhale
3233,NoWhale
3234,NoWhale
3235,RightWhale
3236,RightWhale
3237,RightWhale
3238,RightWhale
3239,RightWhale
3240,RightWhale
3241,RightWhale
3242,RightWhale
3243,RightWhale
3244,NoWhale
3245,RightWhale
3246,NoWhale
3247,RightWhale
3248,RightWhale
3249,NoWhale
3250,RightWhale
3251,NoWhale
3252,RightWhale
3253,RightWhale
3254,RightWhale
3255,RightWhale
3256,NoWhale
3257,NoWhale
3258,NoWhale
3259,NoWhale
3260,NoWhale
3261,RightWhale
3262,RightWhale
3263,NoWhale
3264,RightWhale
3265,RightWhale
3266,NoWhale
3267,NoWhale
3268,NoWhale
3269,RightWhale
3270,RightWhale
3271,RightWhale
3272,RightWhale
3273,RightWhale
3274,RightWhale
3275,NoWhale
3276,NoWhale
3277,NoWhale
3278,NoWhale
3279,NoWhale
3280,RightWhale
3281,RightWhale
3282,RightWhale
3283,RightWhale
3284,NoWhale
3285,NoWhale
3286,RightWhale
3287,NoWhale
3288,NoWhale
3289,NoWhale
3290,NoWhale
3291,NoWhale
3292,RightWhale
3293,NoWhale
3294,RightWhale
3295,RightWhale
3296,NoWhale
3297,NoWhale
3298,RightWhale
3299,RightWhale
3300,NoWhale
3301,NoWhale
3302,NoWhale
3303,NoWhale
3304,RightWhale
3305,NoWhale
3306,RightWhale
3307,RightWhale
3308,RightWhale
3309,RightWhale
3310,RightWhale
3311,NoWhale
3312,RightWhale
3313,RightWhale
3314,NoWhale
3315,RightWhale
3316,RightWhale
3317,RightWhale
3318,NoWhale
3319,NoWhale
3320,NoWhale
3321,NoWhale
3322,RightWhale
3323,NoWhale
3324,NoWhale
3325,RightWhale
3326,NoWhale
3327,RightWhale
3328,NoWhale
3329,NoWhale
3330,NoWhale
3331,NoWhale
3332,RightWhale
3333,NoWhale
3334,NoWhale
3335,RightWhale
3336,NoWhale
3337,RightWhale
3338,RightWhale
3339,RightWhale
3340,NoWhale
3341,NoWhale
3342,RightWhale
3343,NoWhale
3344,NoWhale
3345,NoWhale
3346,NoWhale
3347,RightWhale
3348,NoWhale
3349,RightWhale
3350,NoWhale
3351,RightWhale
3352,NoWhale
3353,RightWhale
3354,RightWhale
3355,RightWhale
3356,NoWhale
3357,RightWhale
3358,RightWhale
3359,RightWhale
3360,NoWhale
3361,RightWhale
3362,NoWhale
3363,RightWhale
3364,NoWhale
3365,NoWhale
3366,NoWhale
3367,NoWhale
3368,NoWhale
3369,NoWhale
3370,NoWhale
3371,NoWhale
3372,RightWhale
3373,NoWhale
3374,NoWhale
3375,NoWhale
3376,RightWhale
3377,NoWhale
3378,RightWhale
3379,RightWhale
3380,RightWhale
3381,NoWhale
3382,RightWhale
3383,RightWhale
3384,NoWhale
3385,RightWhale
3386,RightWhale
3387,RightWhale
3388,NoWhale
3389,NoWhale
3390,NoWhale
3391,RightWhale
3392,NoWhale
3393,RightWhale
3394,NoWhale
3395,NoWhale
3396,RightWhale
3397,NoWhale
3398,NoWhale
3399,RightWhale
3400,RightWhale
3401,RightWhale
3402,RightWhale
3403,NoWhale
3404,NoWhale
3405,RightWhale
3406,NoWhale
3407,NoWhale
3408,NoWhale
3409,NoWhale
3410,NoWhale
3411,RightWhale
3412,NoWhale
3413,RightWhale
3414,NoWhale
3415,NoWhale
3416,RightWhale
3417,NoWhale
3418,NoWhale
3419,NoWhale
3420,RightWhale
3421,RightWhale
3422,RightWhale
3423,RightWhale
3424,RightWhale
3425,NoWhale
3426,NoWhale
3427,RightWhale
3428,NoWhale
3429,RightWhale
3430,NoWhale
3431,NoWhale
3432,RightWhale
3433,RightWhale
3434,NoWhale
3435,RightWhale
3436,RightWhale
3437,RightWhale
3438,RightWhale
3439,NoWhale
3440,RightWhale
3441,NoWhale
3442,RightWhale
3443,RightWhale
3444,NoWhale
3445,NoWhale
3446,RightWhale
3447,NoWhale
3448,RightWhale
3449,RightWhale
3450,RightWhale
3451,RightWhale
3452,RightWhale
3453,NoWhale
3454,NoWhale
3455,RightWhale
3456,RightWhale
3457,RightWhale
3458,NoWhale
3459,RightWhale
3460,NoWhale
3461,NoWhale
3462,NoWhale
3463,RightWhale
3464,NoWhale
3465,NoWhale
3466,NoWhale
3467,NoWhale
3468,NoWhale
3469,NoWhale
3470,NoWhale
3471,RightWhale
3472,RightWhale
3473,RightWhale
3474,NoWhale
3475,NoWhale
3476,RightWhale
3477,RightWhale
3478,NoWhale
3479,NoWhale
3480,NoWhale
3481,NoWhale
3482,NoWhale
3483,RightWhale
3484,RightWhale
3485,NoWhale
3486,RightWhale
3487,NoWhale
3488,RightWhale
3489,RightWhale
3490,NoWhale
3491,RightWhale
3492,RightWhale
3493,RightWhale
3494,NoWhale
3495,RightWhale
3496,NoWhale
3497,NoWhale
3498,NoWhale
3499,NoWhale
3500,NoWhale
3501,NoWhale
3502,RightWhale
3503,RightWhale
3504,RightWhale
3505,RightWhale
3506,RightWhale
3507,RightWhale
3508,NoWhale
3509,NoWhale
3510,NoWhale
3511,RightWhale
3512,RightWhale
3513,NoWhale
3514,RightWhale
3515,NoWhale
3516,RightWhale
3517,RightWhale
3518,RightWhale
3519,NoWhale
3520,RightWhale
3521,NoWhale
3522,RightWhale
3523,NoWhale
3524,NoWhale
3525,RightWhale
3526,NoWhale
3527,RightWhale
3528,NoWhale
3529,NoWhale
3530,NoWhale
3531,RightWhale
3532,RightWhale
3533,NoWhale
3534,RightWhale
3535,RightWhale
3536,RightWhale
3537,RightWhale
3538,RightWhale
3539,NoWhale
3540,RightWhale
3541,NoWhale
3542,RightWhale
3543,NoWhale
3544,RightWhale
3545,RightWhale
3546,NoWhale
3547,RightWhale
3548,RightWhale
3549,NoWhale
3550,RightWhale
3551,NoWhale
3552,NoWhale
3553,RightWhale
3554,RightWhale
3555,NoWhale
3556,NoWhale
3557,RightWhale
3558,RightWhale
3559,NoWhale
3560,NoWhale
3561,NoWhale
3562,RightWhale
3563,RightWhale
3564,NoWhale
3565,RightWhale
3566,NoWhale
3567,NoWhale
3568,NoWhale
3569,RightWhale
3570,NoWhale
3571,RightWhale
3572,RightWhale
3573,RightWhale
3574,RightWhale
3575,NoWhale
3576,NoWhale
3577,NoWhale
3578,NoWhale
3579,RightWhale
3580,NoWhale
3581,RightWhale
3582,NoWhale
3583,NoWhale
3584,RightWhale
3585,RightWhale
3586,NoWhale
3587,RightWhale
3588,RightWhale
3589,NoWhale
3590,NoWhale
3591,NoWhale
3592,RightWhale
3593,NoWhale
3594,RightWhale
3595,RightWhale
3596,NoWhale
3597,NoWhale
3598,RightWhale
3599,NoWhale
3600,NoWhale
3601,RightWhale
3602,RightWhale
3603,NoWhale
3604,NoWhale
3605,NoWhale
3606,RightWhale
3607,NoWhale
3608,NoWhale
3609,NoWhale
3610,RightWhale
3611,RightWhale
3612,NoWhale
3613,RightWhale
3614,NoWhale
3615,NoWhale
3616,NoWhale
3617,RightWhale
3618,NoWhale
3619,RightWhale
3620,RightWhale
3621,NoWhale
3622,NoWhale
3623,NoWhale
3624,NoWhale
3625,RightWhale
3626,RightWhale
3627,NoWhale
3628,RightWhale
3629,RightWhale
3630,NoWhale
3631,RightWhale
3632,RightWhale
3633,RightWhale
3634,RightWhale
3635,NoWhale
3636,RightWhale
3637,RightWhale
3638,NoWhale
3639,NoWhale
3640,RightWhale
3641,RightWhale
3642,RightWhale
3643,RightWhale
3644,RightWhale
3645,NoWhale
3646,RightWhale
3647,RightWhale
3648,RightWhale
3649,RightWhale
3650,NoWhale
3651,RightWhale
3652,RightWhale
3653,NoWhale
3654,RightWhale
3655,NoWhale
3656,NoWhale
3657,NoWhale
3658,RightWhale
3659,RightWhale
3660,RightWhale
3661,RightWhale
3662,RightWhale
3663,NoWhale
3664,RightWhale
3665,NoWhale
3666,RightWhale
3667,RightWhale
3668,RightWhale
3669,NoWhale
3670,RightWhale
3671,NoWhale
3672,NoWhale
3673,RightWhale
3674,NoWhale
3675,NoWhale
3676,NoWhale
3677,RightWhale
3678,NoWhale
3679,RightWhale
3680,NoWhale
3681,RightWhale
3682,NoWhale
3683,RightWhale
3684,RightWhale
3685,RightWhale
3686,RightWhale
3687,NoWhale
3688,NoWhale
3689,NoWhale
3690,NoWhale
3691,NoWhale
3692,NoWhale
3693,RightWhale
3694,RightWhale
3695,NoWhale
3696,RightWhale
3697,RightWhale
3698,NoWhale
3699,NoWhale
3700,RightWhale
3701,NoWhale
3702,NoWhale
3703,RightWhale
3704,RightWhale
3705,RightWhale
3706,NoWhale
3707,RightWhale
3708,RightWhale
3709,RightWhale
3710,RightWhale
3711,NoWhale
3712,NoWhale
3713,NoWhale
3714,NoWhale
3715,RightWhale
3716,NoWhale
3717,NoWhale
3718,RightWhale
3719,NoWhale
3720,RightWhale
3721,RightWhale
3722,NoWhale
3723,RightWhale
3724,RightWhale
3725,NoWhale
3726,NoWhale
3727,RightWhale
3728,NoWhale
3729,NoWhale
3730,RightWhale
3731,NoWhale
3732,RightWhale
3733,RightWhale
3734,NoWhale
3735,NoWhale
3736,RightWhale
3737,RightWhale
3738,RightWhale
3739,NoWhale
3740,NoWhale
3741,RightWhale
3742,NoWhale
3743,NoWhale
3744,NoWhale
3745,NoWhale
3746,NoWhale
3747,NoWhale
3748,NoWhale
3749,NoWhale
3750,RightWhale
3751,NoWhale
3752,NoWhale
3753,RightWhale
3754,RightWhale
3755,RightWhale
3756,NoWhale
3757,NoWhale
3758,RightWhale
3759,NoWhale
3760,RightWhale
3761,RightWhale
3762,NoWhale
3763,NoWhale
3764,RightWhale
3765,NoWhale
3766,NoWhale
3767,RightWhale
3768,RightWhale
3769,NoWhale
3770,RightWhale
3771,RightWhale
3772,RightWhale
3773,NoWhale
3774,RightWhale
3775,NoWhale
3776,NoWhale
3777,RightWhale
3778,NoWhale
3779,RightWhale
3780,RightWhale
3781,NoWhale
3782,RightWhale
3783,RightWhale
3784,NoWhale
3785,NoWhale
3786,NoWhale
3787,NoWhale
3788,RightWhale
3789,RightWhale
3790,NoWhale
3791,RightWhale
3792,RightWhale
3793,NoWhale
3794,NoWhale
3795,RightWhale
3796,RightWhale
3797,NoWhale
3798,RightWhale
3799,NoWhale
3800,RightWhale
3801,RightWhale
3802,NoWhale
3803,NoWhale
3804,NoWhale
3805,NoWhale
3806,NoWhale
3807,RightWhale
3808,RightWhale
3809,NoWhale
3810,NoWhale
3811,NoWhale
3812,RightWhale
3813,NoWhale
3814,RightWhale
3815,NoWhale
3816,RightWhale
3817,RightWhale
3818,NoWhale
3819,RightWhale
3820,RightWhale
3821,NoWhale
3822,RightWhale
3823,RightWhale
3824,RightWhale
3825,RightWhale
3826,RightWhale
3827,RightWhale
3828,RightWhale
3829,RightWhale
3830,RightWhale
3831,NoWhale
3832,NoWhale
3833,RightWhale
3834,RightWhale
3835,RightWhale
3836,RightWhale
3837,RightWhale
3838,NoWhale
3839,NoWhale
3840,RightWhale
3841,NoWhale
3842,RightWhale
3843,NoWhale
3844,NoWhale
3845,RightWhale
3846,RightWhale
3847,NoWhale
3848,RightWhale
3849,NoWhale
3850,NoWhale
3851,NoWhale
3852,NoWhale
3853,NoWhale
3854,RightWhale
3855,NoWhale
3856,NoWhale
3857,NoWhale
3858,NoWhale
3859,RightWhale
3860,RightWhale
3861,NoWhale
3862,NoWhale
3863,RightWhale
3864,NoWhale
3865,RightWhale
3866,NoWhale
3867,NoWhale
3868,NoWhale
3869,RightWhale
3870,RightWhale
3871,RightWhale
3872,NoWhale
3873,NoWhale
3874,RightWhale
3875,RightWhale
3876,NoWhale
3877,RightWhale
3878,NoWhale
3879,RightWhale
3880,NoWhale
3881,NoWhale
3882,RightWhale
3883,NoWhale
3884,NoWhale
3885,RightWhale
3886,RightWhale
3887,NoWhale
3888,NoWhale
3889,NoWhale
3890,RightWhale
3891,RightWhale
3892,NoWhale
3893,RightWhale
3894,RightWhale
3895,NoWhale
3896,NoWhale
3897,NoWhale
3898,RightWhale
3899,RightWhale
3900,RightWhale
3901,NoWhale
3902,RightWhale
3903,RightWhale
3904,RightWhale
3905,NoWhale
3906,NoWhale
3907,RightWhale
3908,RightWhale
3909,RightWhale
3910,RightWhale
3911,NoWhale
3912,NoWhale
3913,RightWhale
3914,RightWhale
3915,RightWhale
3916,RightWhale
3917,NoWhale
3918,NoWhale
3919,RightWhale
3920,NoWhale
3921,RightWhale
3922,NoWhale
3923,RightWhale
3924,RightWhale
3925,RightWhale
3926,RightWhale
3927,RightWhale
3928,NoWhale
3929,RightWhale
3930,NoWhale
3931,RightWhale
3932,RightWhale
3933,NoWhale
3934,NoWhale
3935,RightWhale
3936,RightWhale
3937,RightWhale
3938,RightWhale
3939,NoWhale
3940,NoWhale
3941,RightWhale
3942,RightWhale
3943,NoWhale
3944,NoWhale
3945,NoWhale
3946,RightWhale
3947,NoWhale
3948,RightWhale
3949,RightWhale
3950,NoWhale
3951,RightWhale
3952,NoWhale
3953,RightWhale
3954,NoWhale
3955,RightWhale
3956,RightWhale
3957,RightWhale
3958,RightWhale
3959,RightWhale
3960,NoWhale
3961,RightWhale
3962,NoWhale
3963,RightWhale
3964,RightWhale
3965,RightWhale
3966,RightWhale
3967,RightWhale
3968,NoWhale
3969,RightWhale
3970,NoWhale
3971,RightWhale
3972,RightWhale
3973,RightWhale
3974,RightWhale
3975,RightWhale
3976,RightWhale
3977,NoWhale
3978,NoWhale
3979,RightWhale
3980,NoWhale
3981,RightWhale
3982,RightWhale
3983,RightWhale
3984,NoWhale
3985,RightWhale
3986,NoWhale
3987,RightWhale
3988,RightWhale
3989,NoWhale
3990,RightWhale
3991,RightWhale
3992,RightWhale
3993,NoWhale
3994,RightWhale
3995,RightWhale
3996,NoWhale
3997,RightWhale
3998,NoWhale
3999,NoWhale
4000,RightWhale
4001,NoWhale
4002,RightWhale
4003,NoWhale
4004,RightWhale
4005,NoWhale
4006,NoWhale
4007,NoWhale
4008,RightWhale
4009,NoWhale
4010,RightWhale
4011,NoWhale
4012,RightWhale
4013,NoWhale
4014,NoWhale
4015,RightWhale
4016,NoWhale
4017,NoWhale
4018,RightWhale
4019,NoWhale
4020,RightWhale
4021,NoWhale
4022,NoWhale
4023,RightWhale
4024,NoWhale
4025,NoWhale
4026,RightWhale
4027,RightWhale
4028,RightWhale
4029,NoWhale
4030,NoWhale
4031,NoWhale
4032,NoWhale
4033,RightWhale
4034,NoWhale
4035,NoWhale
4036,RightWhale
4037,RightWhale
4038,NoWhale
4039,NoWhale
4040,RightWhale
4041,NoWhale
4042,NoWhale
4043,NoWhale
4044,NoWhale
4045,NoWhale
4046,RightWhale
4047,NoWhale
4048,RightWhale
4049,RightWhale
4050,NoWhale
4051,NoWhale
4052,NoWhale
4053,RightWhale
4054,RightWhale
4055,RightWhale
4056,RightWhale
4057,RightWhale
4058,RightWhale
4059,NoWhale
4060,RightWhale
4061,RightWhale
4062,NoWhale
4063,NoWhale
4064,NoWhale
4065,NoWhale
4066,NoWhale
4067,RightWhale
4068,NoWhale
4069,NoWhale
4070,RightWhale
4071,NoWhale
4072,RightWhale
4073,NoWhale
4074,NoWhale
4075,NoWhale
4076,RightWhale
4077,NoWhale
4078,NoWhale
4079,RightWhale
4080,RightWhale
4081,RightWhale
4082,NoWhale
4083,NoWhale
4084,RightWhale
4085,NoWhale
4086,NoWhale
4087,RightWhale
4088,RightWhale
4089,NoWhale
4090,RightWhale
4091,NoWhale
4092,RightWhale
4093,RightWhale
4094,NoWhale
4095,NoWhale
4096,NoWhale
4097,RightWhale
4098,NoWhale
4099,RightWhale
4100,NoWhale
4101,RightWhale
4102,RightWhale
4103,NoWhale
4104,RightWhale
4105,RightWhale
4106,RightWhale
4107,RightWhale
4108,NoWhale
4109,NoWhale
4110,RightWhale
4111,RightWhale
4112,RightWhale
4113,RightWhale
4114,RightWhale
4115,RightWhale
4116,RightWhale
4117,NoWhale
4118,NoWhale
4119,NoWhale
4120,NoWhale
4121,NoWhale
4122,RightWhale
4123,NoWhale
4124,NoWhale
4125,NoWhale
4126,NoWhale
4127,NoWhale
4128,RightWhale
4129,NoWhale
4130,NoWhale
4131,NoWhale
4132,RightWhale
4133,NoWhale
4134,RightWhale
4135,RightWhale
4136,NoWhale
4137,NoWhale
4138,NoWhale
4139,RightWhale
4140,NoWhale
4141,RightWhale
4142,NoWhale
4143,NoWhale
4144,NoWhale
4145,RightWhale
4146,NoWhale
4147,RightWhale
4148,RightWhale
4149,RightWhale
4150,RightWhale
4151,NoWhale
4152,RightWhale
4153,NoWhale
4154,RightWhale
4155,NoWhale
4156,RightWhale
4157,RightWhale
4158,RightWhale
4159,RightWhale
4160,NoWhale
4161,NoWhale
4162,NoWhale
4163,RightWhale
4164,RightWhale
4165,RightWhale
4166,RightWhale
4167,RightWhale
4168,RightWhale
4169,RightWhale
4170,RightWhale
4171,RightWhale
4172,RightWhale
4173,RightWhale
4174,RightWhale
4175,NoWhale
4176,NoWhale
4177,NoWhale
4178,NoWhale
4179,NoWhale
4180,RightWhale
4181,RightWhale
4182,NoWhale
4183,RightWhale
4184,NoWhale
4185,NoWhale
4186,RightWhale
4187,RightWhale
4188,RightWhale
4189,NoWhale
4190,NoWhale
4191,RightWhale
4192,RightWhale
4193,RightWhale
4194,RightWhale
4195,RightWhale
4196,RightWhale
4197,RightWhale
4198,RightWhale
4199,RightWhale
4200,NoWhale
4201,RightWhale
4202,RightWhale
4203,RightWhale
4204,NoWhale
4205,RightWhale
4206,NoWhale
4207,NoWhale
4208,RightWhale
4209,NoWhale
4210,NoWhale
4211,RightWhale
4212,NoWhale
4213,RightWhale
4214,RightWhale
4215,NoWhale
4216,RightWhale
4217,RightWhale
4218,NoWhale
4219,RightWhale
4220,RightWhale
4221,NoWhale
4222,RightWhale
4223,RightWhale
4224,NoWhale
4225,NoWhale
4226,RightWhale
4227,NoWhale
4228,NoWhale
4229,RightWhale
4230,RightWhale
4231,NoWhale
4232,RightWhale
4233,NoWhale
4234,NoWhale
4235,NoWhale
4236,NoWhale
4237,RightWhale
4238,NoWhale
4239,NoWhale
4240,RightWhale
4241,NoWhale
4242,NoWhale
4243,RightWhale
4244,NoWhale
4245,RightWhale
4246,RightWhale
4247,NoWhale
4248,RightWhale
4249,NoWhale
4250,RightWhale
4251,RightWhale
4252,RightWhale
4253,NoWhale
4254,RightWhale
4255,RightWhale
4256,NoWhale
4257,NoWhale
4258,NoWhale
4259,RightWhale
4260,NoWhale
4261,NoWhale
4262,RightWhale
4263,RightWhale
4264,RightWhale
4265,NoWhale
4266,NoWhale
4267,RightWhale
4268,NoWhale
4269,RightWhale
4270,RightWhale
4271,RightWhale
4272,RightWhale
4273,NoWhale
4274,NoWhale
4275,RightWhale
4276,RightWhale
4277,NoWhale
4278,RightWhale
4279,RightWhale
4280,RightWhale
4281,RightWhale
4282,NoWhale
4283,NoWhale
4284,NoWhale
4285,RightWhale
4286,NoWhale
4287,RightWhale
4288,NoWhale
4289,RightWhale
4290,RightWhale
4291,NoWhale
4292,NoWhale
4293,RightWhale
4294,RightWhale
4295,NoWhale
4296,NoWhale
4297,NoWhale
4298,NoWhale
4299,RightWhale
4300,RightWhale
4301,RightWhale
4302,RightWhale
4303,NoWhale
4304,RightWhale
4305,RightWhale
4306,NoWhale
4307,RightWhale
4308,NoWhale
4309,RightWhale
4310,RightWhale
4311,RightWhale
4312,RightWhale
4313,RightWhale
4314,NoWhale
4315,RightWhale
4316,RightWhale
4317,NoWhale
4318,RightWhale
4319,NoWhale
4320,NoWhale
4321,NoWhale
4322,NoWhale
4323,NoWhale
4324,NoWhale
4325,RightWhale
4326,RightWhale
4327,RightWhale
4328,NoWhale
4329,RightWhale
4330,RightWhale
4331,RightWhale
4332,RightWhale
4333,NoWhale
4334,NoWhale
4335,RightWhale
4336,RightWhale
4337,NoWhale
4338,NoWhale
4339,NoWhale
4340,NoWhale
4341,NoWhale
4342,RightWhale
4343,RightWhale
4344,RightWhale
4345,NoWhale
4346,RightWhale
4347,RightWhale
4348,NoWhale
4349,NoWhale
4350,NoWhale
4351,RightWhale
4352,RightWhale
4353,NoWhale
4354,RightWhale
4355,RightWhale
4356,NoWhale
4357,NoWhale
4358,NoWhale
4359,RightWhale
4360,NoWhale
4361,NoWhale
4362,NoWhale
4363,RightWhale
4364,RightWhale
4365,NoWhale
4366,RightWhale
4367,RightWhale
4368,NoWhale
4369,RightWhale
4370,RightWhale
4371,RightWhale
4372,RightWhale
4373,RightWhale
4374,RightWhale
4375,RightWhale
4376,RightWhale
4377,NoWhale
4378,RightWhale
4379,NoWhale
4380,RightWhale
4381,RightWhale
4382,NoWhale
4383,RightWhale
4384,NoWhale
4385,RightWhale
4386,NoWhale
4387,NoWhale
4388,RightWhale
4389,NoWhale
4390,RightWhale
4391,NoWhale
4392,NoWhale
4393,RightWhale
4394,RightWhale
4395,RightWhale
4396,RightWhale
4397,NoWhale
4398,NoWhale
4399,NoWhale
4400,NoWhale
4401,NoWhale
4402,RightWhale
4403,NoWhale
4404,NoWhale
4405,RightWhale
4406,RightWhale
4407,RightWhale
4408,RightWhale
4409,RightWhale
4410,RightWhale
4411,NoWhale
4412,NoWhale
4413,RightWhale
4414,RightWhale
4415,RightWhale
4416,RightWhale
4417,NoWhale
4418,RightWhale
4419,RightWhale
4420,NoWhale
4421,NoWhale
4422,NoWhale
4423,RightWhale
4424,RightWhale
4425,RightWhale
4426,RightWhale
4427,RightWhale
4428,RightWhale
4429,RightWhale
4430,RightWhale
4431,RightWhale
4432,NoWhale
4433,NoWhale
4434,NoWhale
4435,RightWhale
4436,RightWhale
4437,RightWhale
4438,RightWhale
4439,NoWhale
4440,NoWhale
4441,RightWhale
4442,RightWhale
4443,RightWhale
4444,NoWhale
4445,NoWhale
4446,RightWhale
4447,RightWhale
4448,NoWhale
4449,RightWhale
4450,NoWhale
4451,NoWhale
4452,NoWhale
4453,NoWhale
4454,NoWhale
4455,RightWhale
4456,RightWhale
4457,RightWhale
4458,NoWhale
4459,RightWhale
4460,RightWhale
4461,RightWhale
4462,NoWhale
4463,NoWhale
4464,RightWhale
4465,RightWhale
4466,RightWhale
4467,RightWhale
4468,NoWhale
4469,NoWhale
4470,NoWhale
4471,RightWhale
4472,NoWhale
4473,RightWhale
4474,RightWhale
4475,RightWhale
4476,RightWhale
4477,NoWhale
4478,NoWhale
4479,RightWhale
4480,NoWhale
4481,NoWhale
4482,NoWhale
4483,NoWhale
4484,NoWhale
4485,RightWhale
4486,NoWhale
4487,NoWhale
4488,RightWhale
4489,RightWhale
4490,NoWhale
4491,NoWhale
4492,NoWhale
4493,NoWhale
4494,NoWhale
4495,RightWhale
4496,RightWhale
4497,RightWhale
4498,NoWhale
4499,NoWhale
4500,NoWhale
4501,RightWhale
4502,NoWhale
4503,RightWhale
4504,RightWhale
4505,NoWhale
4506,NoWhale
4507,RightWhale
4508,RightWhale
4509,RightWhale
4510,RightWhale
4511,RightWhale
4512,RightWhale
4513,NoWhale
4514,NoWhale
4515,RightWhale
4516,RightWhale
4517,NoWhale
4518,NoWhale
4519,RightWhale
4520,RightWhale
4521,NoWhale
4522,RightWhale
4523,NoWhale
4524,NoWhale
4525,RightWhale
4526,RightWhale
4527,NoWhale
4528,RightWhale
4529,RightWhale
4530,RightWhale
4531,RightWhale
4532,RightWhale
4533,NoWhale
4534,RightWhale
4535,NoWhale
4536,RightWhale
4537,RightWhale
4538,RightWhale
4539,RightWhale
4540,NoWhale
4541,NoWhale
4542,NoWhale
4543,NoWhale
4544,NoWhale
4545,RightWhale
4546,RightWhale
4547,NoWhale
4548,NoWhale
4549,RightWhale
4550,RightWhale
4551,RightWhale
4552,NoWhale
4553,RightWhale
4554,RightWhale
4555,RightWhale
4556,RightWhale
4557,RightWhale
4558,RightWhale
4559,RightWhale
4560,NoWhale
4561,RightWhale
4562,NoWhale
4563,NoWhale
4564,NoWhale
4565,RightWhale
4566,NoWhale
4567,NoWhale
4568,RightWhale
4569,RightWhale
4570,NoWhale
4571,RightWhale
4572,RightWhale
4573,RightWhale
4574,NoWhale
4575,RightWhale
4576,NoWhale
4577,RightWhale
4578,RightWhale
4579,RightWhale
4580,NoWhale
4581,NoWhale
4582,NoWhale
4583,RightWhale
4584,NoWhale
4585,NoWhale
4586,RightWhale
4587,NoWhale
4588,NoWhale
4589,RightWhale
4590,NoWhale
4591,RightWhale
4592,NoWhale
4593,RightWhale
4594,NoWhale
4595,RightWhale
4596,NoWhale
4597,NoWhale
4598,RightWhale
4599,RightWhale
4600,NoWhale
4601,RightWhale
4602,RightWhale
4603,RightWhale
4604,RightWhale
4605,RightWhale
4606,NoWhale
4607,RightWhale
4608,RightWhale
4609,RightWhale
4610,RightWhale
4611,NoWhale
4612,NoWhale
4613,NoWhale
4614,RightWhale
4615,RightWhale
4616,RightWhale
4617,NoWhale
4618,NoWhale
4619,RightWhale
4620,RightWhale
4621,RightWhale
4622,RightWhale
4623,NoWhale
4624,NoWhale
4625,RightWhale
4626,NoWhale
4627,RightWhale
4628,NoWhale
4629,NoWhale
4630,NoWhale
4631,NoWhale
4632,NoWhale
4633,RightWhale
4634,NoWhale
4635,NoWhale
4636,NoWhale
4637,NoWhale
4638,NoWhale
4639,RightWhale
4640,NoWhale
4641,NoWhale
4642,NoWhale
4643,NoWhale
4644,RightWhale
4645,NoWhale
4646,NoWhale
4647,NoWhale
4648,NoWhale
4649,RightWhale
4650,NoWhale
4651,RightWhale
4652,NoWhale
4653,RightWhale
4654,RightWhale
4655,RightWhale
4656,NoWhale
4657,RightWhale
4658,NoWhale
4659,RightWhale
4660,NoWhale
4661,RightWhale
4662,NoWhale
4663,RightWhale
4664,NoWhale
4665,NoWhale
4666,RightWhale
4667,RightWhale
4668,NoWhale
4669,RightWhale
4670,NoWhale
4671,RightWhale
4672,NoWhale
4673,RightWhale
4674,RightWhale
4675,RightWhale
4676,NoWhale
4677,RightWhale
4678,NoWhale
4679,NoWhale
4680,RightWhale
4681,RightWhale
4682,NoWhale
4683,RightWhale
4684,RightWhale
4685,RightWhale
4686,RightWhale
4687,NoWhale
4688,RightWhale
4689,RightWhale
4690,RightWhale
4691,RightWhale
4692,NoWhale
4693,NoWhale
4694,RightWhale
4695,RightWhale
4696,RightWhale
4697,RightWhale
4698,RightWhale
4699,NoWhale
4700,RightWhale
4701,NoWhale
4702,RightWhale
4703,NoWhale
4704,RightWhale
4705,RightWhale
4706,RightWhale
4707,NoWhale
4708,NoWhale
4709,NoWhale
4710,RightWhale
4711,NoWhale
4712,RightWhale
4713,RightWhale
4714,RightWhale
4715,NoWhale
4716,NoWhale
4717,NoWhale
4718,RightWhale
4719,NoWhale
4720,RightWhale
4721,RightWhale
4722,RightWhale
4723,RightWhale
4724,RightWhale
4725,RightWhale
4726,NoWhale
4727,NoWhale
4728,NoWhale
4729,NoWhale
4730,NoWhale
4731,NoWhale
4732,NoWhale
4733,RightWhale
4734,RightWhale
4735,NoWhale
4736,NoWhale
4737,NoWhale
4738,RightWhale
4739,NoWhale
4740,RightWhale
4741,RightWhale
4742,NoWhale
4743,RightWhale
4744,NoWhale
4745,RightWhale
4746,RightWhale
4747,RightWhale
4748,NoWhale
4749,NoWhale
4750,RightWhale
4751,NoWhale
4752,RightWhale
4753,NoWhale
4754,NoWhale
4755,NoWhale
4756,RightWhale
4757,RightWhale
4758,NoWhale
4759,RightWhale
4760,NoWhale
4761,NoWhale
4762,NoWhale
4763,NoWhale
4764,NoWhale
4765,RightWhale
4766,NoWhale
4767,RightWhale
4768,RightWhale
4769,NoWhale
4770,RightWhale
4771,NoWhale
4772,NoWhale
4773,NoWhale
4774,NoWhale
